Year,Date,Month,Allotment,Plot,Community,Crop_Generic,Plants,Total_Flowers,Beetles,Hoverflies,Flies,Butterflies,Honeybees,Solitary_Bees,Wasps,Terrestris,Lapidarius,Pascuorum,Pratorum,Hypnorum,Hortorum ,Bumblebees
2018,2018-05-08,May,Racehill,Community_R,Community,Apple,6.0,540,0,0,0,0,1,3,0,0,0,0,0,0,0,0
2018,2018-05-08,May,Racehill,Community_R,Community,Apple,10.0,750,0,1,1,0,1,3,0,0,0,0,0,0,0,0
2018,2018-05-08,May,Racehill,Community_R,Community,Apple,1.0,1000,0,0,0,0,2,2,0,0,0,1,0,0,0,1
2018,2018-05-08,May,Racehill,Community_R,Community,Cherry,1.0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-08,May,Racehill,Community_R,Community,Currant,1.0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-30,August,Roedale,Amos,Individual,Squash,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-17,August,Roedale,Amos,Individual,Squash,3.0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-07-23,July,Roedale,Amos,Individual,Squash,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018,2018-07-10,July,Roedale,Amos,Individual,Squash,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-04,June,Roedale,Amos,Individual,Bbean,5.0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2018,2018-05-09,May,Roedale,Amos,Individual,Apple,1.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-09,May,Roedale,Amos,Individual,Apple,1.0,50,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2018,2018-05-09,May,Roedale,Amos,Individual,Apple,1.0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-22,May,Roedale,Amos,Individual,Bbean,15.0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-09,May,Roedale,Amos,Individual,Bbean,15.0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-22,May,Roedale,Amos,Individual,Raspberry,3.0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-05-22,May,Roedale,Amos,Individual,Raspberry,4.0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-09-19,September,Roedale,Amos,Individual,Squash,3.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,2018-08-17,August,Roedale,Barb,Individual,Rbean,12.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-17,August,Roedale,Barb,Individual,Rbean,12.0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-17,August,Roedale,Barb,Individual,Courgette,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-17,August,Roedale,Barb,Individual,Courgette,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-17,August,Roedale,Barb,Individual,Cucumber,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-04,June,Roedale,Barb,Individual,Raspberry,12.0,120,0,0,0,0,0,0,0,0,0,0,1,1,0,2
2018,2018-09-13,September,Roedale,Barb,Individual,Courgette,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-13,September,Roedale,Barb,Individual,Rbean,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-30,August,Roedale,Helen_C,Individual,Rbean,4.0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,2017-08-29,August,Roedale,Helen_C,Individual,Courgette,2.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,2017-08-10,August,Roedale,Helen_C,Individual,Courgette,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-29,August,Roedale,Helen_C,Individual,Raspberry,10.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-22,August,Roedale,Helen_C,Individual,Raspberry,25.0,75,0,0,0,0,0,0,0,0,0,2,0,0,0,2
2017,2017-08-10,August,Roedale,Helen_C,Individual,Raspberry,15.0,45,0,0,0,0,0,0,0,0,0,1,1,0,0,2
2017,2017-08-10,August,Roedale,Helen_C,Individual,Rbean,6.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-29,August,Roedale,Helen_C,Individual,Squash,12.0,12,0,0,0,0,7,0,0,0,0,0,0,0,0,0
2017,2017-08-22,August,Roedale,Helen_C,Individual,Squash,4.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-10,August,Roedale,Helen_C,Individual,Squash,15.0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,2017-07-25,July,Roedale,Helen_C,Individual,Courgette,6.0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-18,July,Roedale,Helen_C,Individual,Courgette,3.0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-25,July,Roedale,Helen_C,Individual,Raspberry,50.0,150,0,0,0,0,0,0,0,0,0,2,0,0,0,2
2017,2017-07-18,July,Roedale,Helen_C,Individual,Raspberry,50.0,100,0,0,0,0,0,0,0,0,0,2,0,0,0,2
2017,2017-07-04,July,Roedale,Helen_C,Individual,Raspberry,10.0,20,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2017,2017-07-25,July,Roedale,Helen_C,Individual,Squash,7.0,7,7,0,0,0,0,0,0,1,0,0,0,0,0,1
2017,2017-07-18,July,Roedale,Helen_C,Individual,Squash,5.0,25,25,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,2017-07-04,July,Roedale,Helen_C,Individual,Squash,2.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-20,April,Roedale,Helen_C,Individual,Cherry,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-20,April,Roedale,Helen_C,Individual,Currant,1.0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-20,April,Roedale,Helen_C,Individual,Currant,3.0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-20,April,Roedale,Helen_C,Individual,Plum,1.0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-30,August,Roedale,Helen_C,Individual,Courgette,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-17,August,Roedale,Helen_C,Individual,Courgette,3.0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2018,2018-08-30,August,Roedale,Helen_C,Individual,Raspberry,5.0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018,2018-08-17,August,Roedale,Helen_C,Individual,Rbean,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-30,August,Roedale,Helen_C,Individual,Squash,3.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-17,August,Roedale,Helen_C,Individual,Squash,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-07-23,July,Roedale,Helen_C,Individual,Rbean,4.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-04,June,Roedale,Helen_C,Individual,Bbean,8.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-04,June,Roedale,Helen_C,Individual,Raspberry,13.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-04,June,Roedale,Helen_C,Individual,Strawberry,4.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-09,May,Roedale,Helen_C,Individual,Apple,2.0,300,0,0,0,0,0,0,0,1,0,1,0,0,0,2
2018,2018-05-01,May,Roedale,Helen_C,Individual,Cherry,1.0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-01,May,Roedale,Helen_C,Individual,Currant,3.0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-01,May,Roedale,Helen_C,Individual,Gooseberry,2.0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-22,May,Roedale,Helen_C,Individual,Raspberry,3.0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2018,2018-05-22,May,Roedale,Helen_C,Individual,Strawberry,18.0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-09,May,Roedale,Helen_C,Individual,Strawberry,15.0,60,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2018,2018-09-13,September,Roedale,Helen_C,Individual,Raspberry,20.0,80,0,0,0,0,0,0,0,0,0,2,0,0,0,2
2018,2018-09-13,September,Roedale,Helen_C,Individual,Rbean,4.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-09,May,Roedale,Jamie,Individual,Apple,2.0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-09,May,Roedale,Jamie,Individual,Strawberry,6.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-09,May,Roedale,Jamie,Individual,Strawberry,30.0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-17,August,Roedale,Jean_B,Individual,Courgette,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-30,August,Roedale,Jean_B,Individual,Rbean,5.0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018,2018-08-17,August,Roedale,Jean_B,Individual,Rbean,10.0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-17,August,Roedale,Jean_B,Individual,Squash,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-07-10,July,Roedale,Jean_B,Individual,Courgette,3.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-07-23,July,Roedale,Jean_B,Individual,Rbean,4.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-07-10,July,Roedale,Jean_B,Individual,Squash,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-22,May,Roedale,Jean_B,Individual,Strawberry,3.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-19,September,Roedale,Jean_B,Individual,Rbean,6.0,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018,2018-08-17,August,Roedale,Jenni_C,Individual,Courgette,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-17,August,Roedale,Jenni_C,Individual,Raspberry,30.0,30,0,0,0,0,0,0,0,0,0,2,0,0,0,2
2018,2018-07-10,July,Roedale,Jenni_C,Individual,Courgette,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-07-23,July,Roedale,Jenni_C,Individual,Cucumber,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-07-10,July,Roedale,Jenni_C,Individual,Cucumber,2.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-07-23,July,Roedale,Jenni_C,Individual,Raspberry,20.0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018,2018-07-10,July,Roedale,Jenni_C,Individual,Rbean,12.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-07-23,July,Roedale,Jenni_C,Individual,Squash,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-07-10,July,Roedale,Jenni_C,Individual,Squash,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-07-10,July,Roedale,Jenni_C,Individual,Tomato,5.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-04,June,Roedale,Jenni_C,Individual,Bbean,8.0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-04,June,Roedale,Jenni_C,Individual,Raspberry,2.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-04,June,Roedale,Jenni_C,Individual,Raspberry,4.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-19,June,Roedale,Jenni_C,Individual,Squash,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-19,June,Roedale,Jenni_C,Individual,Strawberry,14.0,42,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,2018-06-04,June,Roedale,Jenni_C,Individual,Strawberry,5.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-04,June,Roedale,Jenni_C,Individual,Strawberry,20.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-19,June,Roedale,Jenni_C,Individual,Tomato,20.0,200,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018,2018-09-13,September,Roedale,Jenni_C,Individual,Courgette,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-13,September,Roedale,Jenni_C,Individual,Cucumber,2.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-13,September,Roedale,Jenni_C,Individual,Raspberry,50.0,150,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2017,2017-08-29,August,Roedale,Karen,Individual,Blackberry,,30,0,0,0,0,4,0,1,0,0,1,0,0,0,1
2017,2017-08-22,August,Roedale,Karen,Individual,Blackberry,,40,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2017,2017-08-10,August,Roedale,Karen,Individual,Blackberry,,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2017,2017-08-29,August,Roedale,Karen,Individual,Courgette,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-10,August,Roedale,Karen,Individual,Courgette,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-22,August,Roedale,Karen,Individual,Courgette,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-10,August,Roedale,Karen,Individual,Courgette,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-29,August,Roedale,Karen,Individual,Raspberry,30.0,60,0,0,0,0,3,0,0,0,0,1,0,0,0,1
2017,2017-08-22,August,Roedale,Karen,Individual,Raspberry,50.0,200,0,0,0,0,0,0,0,0,0,2,0,0,0,2
2017,2017-08-10,August,Roedale,Karen,Individual,Raspberry,30.0,90,0,0,0,0,3,0,0,0,0,4,0,0,0,4
2017,2017-08-29,August,Roedale,Karen,Individual,Rbean,6.0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,2
2017,2017-08-29,August,Roedale,Karen,Individual,Rbean,4.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-22,August,Roedale,Karen,Individual,Rbean,3.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-22,August,Roedale,Karen,Individual,Rbean,4.0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2017,2017-08-22,August,Roedale,Karen,Individual,Rbean,4.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-22,August,Roedale,Karen,Individual,Rbean,6.0,120,0,0,0,0,1,0,0,1,0,1,0,0,0,2
2017,2017-08-10,August,Roedale,Karen,Individual,Rbean,5.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-10,August,Roedale,Karen,Individual,Rbean,5.0,50,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2017,2017-08-10,August,Roedale,Karen,Individual,Rbean,10.0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2017,2017-08-29,August,Roedale,Karen,Individual,Squash,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-22,August,Roedale,Karen,Individual,Squash,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,2017-08-10,August,Roedale,Karen,Individual,Squash,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-10,August,Roedale,Karen,Individual,Squash,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-10,August,Roedale,Karen,Individual,Squash,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-10,August,Roedale,Karen,Individual,Squash,4.0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,2017-07-18,July,Roedale,Karen,Individual,Blackberry,,10,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2017,2017-07-04,July,Roedale,Karen,Individual,Blackberry,1.0,50,0,0,0,0,2,0,0,1,0,0,0,0,0,1
2017,2017-07-25,July,Roedale,Karen,Individual,Courgette,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-25,July,Roedale,Karen,Individual,Courgette,2.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-18,July,Roedale,Karen,Individual,Courgette,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-04,July,Roedale,Karen,Individual,Courgette,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-04,July,Roedale,Karen,Individual,Cucumber,4.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-25,July,Roedale,Karen,Individual,Squash,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-25,July,Roedale,Karen,Individual,Squash,10.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-25,July,Roedale,Karen,Individual,Raspberry,25.0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-18,July,Roedale,Karen,Individual,Raspberry,8.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-25,July,Roedale,Karen,Individual,Rbean,4.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-25,July,Roedale,Karen,Individual,Rbean,4.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-25,July,Roedale,Karen,Individual,Rbean,10.0,150,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2017,2017-07-18,July,Roedale,Karen,Individual,Rbean,3.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-18,July,Roedale,Karen,Individual,Rbean,13.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-18,July,Roedale,Karen,Individual,Rbean,2.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-18,July,Roedale,Karen,Individual,Rbean,8.0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-04,July,Roedale,Karen,Individual,Rbean,8.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-04,July,Roedale,Karen,Individual,Rbean,18.0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-25,July,Roedale,Karen,Individual,Squash,2.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-25,July,Roedale,Karen,Individual,Squash,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-25,July,Roedale,Karen,Individual,Squash,4.0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-18,July,Roedale,Karen,Individual,Squash,1.0,1,10,0,0,0,0,0,0,1,0,0,0,0,0,1
2017,2017-07-18,July,Roedale,Karen,Individual,Squash,6.0,6,0,0,0,0,3,0,0,1,0,0,0,0,0,1
2017,2017-07-18,July,Roedale,Karen,Individual,Squash,5.0,7,7,0,0,0,0,0,0,1,0,0,0,0,0,1
2017,2017-07-04,July,Roedale,Karen,Individual,Squash,2.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-25,July,Roedale,Karen,Individual,Tomato,1.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-18,July,Roedale,Karen,Individual,Tomato,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-07-04,July,Roedale,Karen,Individual,Tomato,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-06-20,June,Roedale,Karen,Individual,Blackberry,,50,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,2017-06-20,June,Roedale,Karen,Individual,Blackberry,,500,4,0,0,0,10,0,0,0,0,0,0,0,0,0
2017,2017-06-09,June,Roedale,Karen,Individual,Blackberry,,150,0,0,0,0,0,0,0,3,0,0,2,0,0,5
2017,2017-06-09,June,Roedale,Karen,Individual,Bbean,40.0,600,1,0,0,0,0,0,0,2,0,0,0,0,0,2
2017,2017-06-20,June,Roedale,Karen,Individual,Courgette,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-06-20,June,Roedale,Karen,Individual,Cucumber,4.0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-06-09,June,Roedale,Karen,Individual,Raspberry,,300,0,0,0,0,1,0,0,0,0,1,2,0,0,3
2017,2017-06-09,June,Roedale,Karen,Individual,Raspberry,,300,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2017,2017-06-20,June,Roedale,Karen,Individual,Rbean,5.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-06-20,June,Roedale,Karen,Individual,Rbean,3.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-06-20,June,Roedale,Karen,Individual,Rbean,7.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-06-20,June,Roedale,Karen,Individual,Squash,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-06-09,June,Roedale,Karen,Individual,Squash,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-06-20,June,Roedale,Karen,Individual,Strawberry,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-05-27,May,Roedale,Karen,Individual,Raspberry,40.0,800,0,0,0,0,0,0,0,0,0,0,13,0,0,13
2018,2018-04-20,April,Roedale,Karen,Individual,Gooseberry,2.0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-20,April,Roedale,Karen,Individual,Plum,1.0,200,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2018,2018-08-17,August,Roedale,Karen,Individual,Courgette,5.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-30,August,Roedale,Karen,Individual,Raspberry,15.0,60,0,0,0,0,0,0,0,0,0,2,0,0,0,2
2018,2018-08-30,August,Roedale,Karen,Individual,Rbean,4.0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018,2018-07-10,July,Roedale,Karen,Individual,Courgette,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-07-23,July,Roedale,Karen,Individual,Cucumber,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-07-10,July,Roedale,Karen,Individual,Cucumber,8.0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018,2018-07-23,July,Roedale,Karen,Individual,Rbean,6.0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-07-10,July,Roedale,Karen,Individual,Rbean,14.0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-19,June,Roedale,Karen,Individual,Bbean,23.0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-19,June,Roedale,Karen,Individual,Raspberry,20.0,60,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2018,2018-06-04,June,Roedale,Karen,Individual,Raspberry,20.0,200,0,0,0,0,0,0,0,0,0,4,0,0,0,4
2018,2018-06-19,June,Roedale,Karen,Individual,Rbean,15.0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-19,June,Roedale,Karen,Individual,Rbean,15.0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-19,June,Roedale,Karen,Individual,Strawberry,3.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-09,May,Roedale,Karen,Individual,Apple,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-09,May,Roedale,Karen,Individual,Apple,1.0,200,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-01,May,Roedale,Karen,Individual,Apple,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-01,May,Roedale,Karen,Individual,Apple,1.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-01,May,Roedale,Karen,Individual,Apple,2.0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-22,May,Roedale,Karen,Individual,Blueberry,1.0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-09,May,Roedale,Karen,Individual,Blueberry,1.0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-01,May,Roedale,Karen,Individual,Blueberry,1.0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-09,May,Roedale,Karen,Individual,Currant,3.0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-01,May,Roedale,Karen,Individual,Currant,6.0,600,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018,2018-05-01,May,Roedale,Karen,Individual,Gooseberry,1.0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-22,May,Roedale,Karen,Individual,Raspberry,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-22,May,Roedale,Karen,Individual,Strawberry,75.0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-09,May,Roedale,Karen,Individual,Strawberry,50.0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-01,May,Roedale,Karen,Individual,Strawberry,5.0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-19,September,Roedale,Karen,Individual,Courgette,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-20,April,Roedale,Karin,Individual,Cherry,1.0,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,2018-04-20,April,Roedale,Karin,Individual,Currant,1.0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-20,April,Roedale,Karin,Individual,Gooseberry,1.0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-20,April,Roedale,Karin,Individual,Gooseberry,3.0,300,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2018,2018-04-20,April,Roedale,Karin,Individual,Gooseberry,1.0,100,0,0,0,0,0,0,0,1,0,0,1,0,0,2
2018,2018-08-17,August,Roedale,Karin,Individual,Courgette,4.0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2
2018,2018-08-17,August,Roedale,Karin,Individual,Raspberry,15.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-17,August,Roedale,Karin,Individual,Rbean,4.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-07-23,July,Roedale,Karin,Individual,Raspberry,25.0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018,2018-07-23,July,Roedale,Karin,Individual,Rbean,6.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-19,June,Roedale,Karin,Individual,Blackberry,4.0,800,0,0,0,0,2,0,0,2,0,1,0,0,0,3
2018,2018-06-19,June,Roedale,Karin,Individual,Blackberry,4.0,800,0,0,0,0,2,0,0,2,0,1,0,0,0,3
