Month,Allotment,Crop,Flowers,Honeybees,Bumblebees,Hoverflies,Terrestris,Lapidarius,Pascuorum,Pratorum,Hypnorum,Hortorum
June,Weald,Rbean,24,0,0,0,0,0,0,0,0,0
June,Weald,Squash,1,0,0,0,0,0,0,0,0,0
June,Weald,Squash,1,0,0,0,0,0,0,0,0,0
May,Weald,Apple,50,0,0,0,0,0,0,0,0,0
May,Weald,Apple,50,1,0,0,0,0,0,0,0,0
May,Weald,Apple,100,1,0,0,0,0,0,0,0,0
May,Weald,Apple,200,0,0,0,0,0,0,0,0,0
May,Weald,Apple,500,2,1,0,1,0,0,0,0,0
May,Weald,Apple,1000,1,1,0,1,0,0,0,0,0
May,Weald,Apple,1000,2,1,0,0,1,0,0,0,0
May,Weald,Apple,2000,4,3,0,2,0,1,0,0,0
May,Weald,Bbean,21,0,0,0,0,0,0,0,0,0
May,Weald,Currant,900,2,0,0,0,0,0,0,0,0
May,Weald,Raspberry,350,8,0,0,0,0,0,0,0,0
August,Weald,Rbean,70,0,0,0,0,0,0,0,0,0
August,Weald,Rbean,40,3,0,0,0,0,0,0,0,0
August,Weald,Rbean,240,5,1,0,1,0,0,0,0,0
August,Weald,Squash,5,0,0,0,0,0,0,0,0,0
August,Weald,Squash,6,0,0,0,0,0,0,0,0,0
July,Weald,Rbean,240,4,0,0,0,0,0,0,0,0
July,Weald,Rbean,160,4,0,0,0,0,0,0,0,0
July,Weald,Rbean,52,0,0,0,0,0,0,0,0,0
July,Weald,Squash,3,0,0,0,0,0,0,0,0,0
June,Weald,Raspberry,32,0,2,0,2,0,0,0,0,0
April,Weald,Apple,20,0,0,0,0,0,0,0,0,0
April,Weald,Cherry,300,0,0,1,0,0,0,0,0,0
April,Weald,Currant,100,0,0,0,0,0,0,0,0,0
April,Weald,Currant,200,0,0,0,0,0,0,0,0,0
April,Weald,Currant,400,0,0,0,0,0,0,0,0,0
April,Weald,Pear,150,0,0,0,0,0,0,0,0,0
August,Weald,Squash,6,0,0,0,0,0,0,0,0,0
August,Weald,Squash,6,0,0,0,0,0,0,0,0,0
July,Weald,Courgette,3,0,0,0,0,0,0,0,0,0
July,Weald,Rbean,45,0,0,0,0,0,0,0,0,0
July,Weald,Squash,6,0,0,0,0,0,0,0,0,0
July,Weald,Squash,8,0,0,0,0,0,0,0,0,0
June,Weald,Raspberry,100,0,2,0,1,0,1,0,0,0
June,Weald,Raspberry,300,3,3,0,1,1,0,0,1,0
June,Weald,Rbean,28,0,0,0,0,0,0,0,0,0
May,Weald,Apple,125,0,0,0,0,0,0,0,0,0
May,Weald,Currant,200,1,0,0,0,0,0,0,0,0
May,Weald,Raspberry,75,7,0,0,0,0,0,0,0,0
September,Weald,Courgette,1,0,0,0,0,0,0,0,0,0
September,Weald,Rbean,30,0,0,0,0,0,0,0,0,0
September,Weald,Squash,1,0,0,0,0,0,0,0,0,0
August,Weald,Courgette,2,0,0,0,0,0,0,0,0,0
August,Weald,Cucumber,2,0,0,0,0,0,0,0,0,0
August,Weald,Cucumber,12,0,0,0,0,0,0,0,0,0
August,Weald,Cucumber,20,0,0,0,0,0,0,0,0,0
August,Weald,Raspberry,200,2,2,0,0,0,2,0,0,0
August,Weald,Raspberry,300,0,1,0,0,0,1,0,0,0
August,Weald,Squash,4,0,0,0,0,0,0,0,0,0
August,Weald,Squash,2,0,0,0,0,0,0,0,0,0
August,Weald,Tomato,20,0,0,0,0,0,0,0,0,0
July,Weald,Courgette,1,0,0,0,0,0,0,0,0,0
July,Weald,Cucumber,1,0,0,0,0,0,0,0,0,0
July,Weald,Cucumber,4,0,0,0,0,0,0,0,0,0
July,Weald,Pepper,9,0,0,0,0,0,0,0,0,0
July,Weald,Raspberry,600,4,2,0,2,0,0,0,0,0
July,Weald,Raspberry,150,10,3,1,2,0,0,0,0,1
July,Weald,Raspberry,150,3,1,0,1,0,0,0,0,0
July,Weald,Rbean,45,0,0,0,0,0,0,0,0,0
July,Weald,Rbean,32,0,0,0,0,0,0,0,0,0
July,Weald,Squash,1,0,0,0,0,0,0,0,0,0
July,Weald,Squash,1,0,0,0,0,0,0,0,0,0
July,Weald,Squash,1,1,1,0,1,0,0,0,0,0
July,Weald,Tomato,30,0,0,0,0,0,0,0,0,0
July,Weald,Tomato,40,0,0,0,0,0,0,0,0,0
July,Weald,Tomato,27,0,0,0,0,0,0,0,0,0
July,Weald,Tomato,12,0,0,0,0,0,0,0,0,0
June,Weald,Raspberry,150,0,1,0,1,0,0,0,0,0
June,Weald,Raspberry,300,0,2,0,2,0,0,0,0,0
June,Weald,Strawberry,4,0,0,0,0,0,0,0,0,0
June,Weald,Tomato,9,0,0,0,0,0,0,0,0,0
August,Weald,Courgette,1,0,0,0,0,0,0,0,0,0
August,Weald,Courgette,5,0,0,0,0,0,0,0,0,0
August,Weald,Courgette,9,1,0,0,0,0,0,0,0,0
August,Weald,Courgette,2,0,0,0,0,0,0,0,0,0
August,Weald,Cucumber,15,0,0,0,0,0,0,0,0,0
August,Weald,Cucumber,20,0,0,0,0,0,0,0,0,0
August,Weald,Raspberry,400,2,2,1,0,0,2,0,0,0
August,Weald,Rbean,12,0,0,0,0,0,0,0,0,0
August,Weald,Rbean,30,0,0,0,0,0,0,0,0,0
August,Weald,Squash,3,1,0,0,0,0,0,0,0,0
August,Weald,Squash,3,0,0,0,0,0,0,0,0,0
August,Weald,Squash,2,0,0,0,0,0,0,0,0,0
August,Weald,Squash,4,1,0,0,0,0,0,0,0,0
August,Weald,Squash,2,0,0,0,0,0,0,0,0,0
August,Weald,Strawberry,5,0,0,0,0,0,0,0,0,0
August,Weald,Tomato,14,0,0,0,0,0,0,0,0,0
July,Weald,Courgette,35,0,0,0,0,0,0,0,0,0
July,Weald,Courgette,1,0,0,0,0,0,0,0,0,0
July,Weald,Cucumber,9,0,0,0,0,0,0,0,0,0
July,Weald,Cucumber,70,0,0,0,0,0,0,0,0,0
July,Weald,Raspberry,200,0,0,0,0,0,0,0,0,0
July,Weald,Rbean,15,0,0,0,0,0,0,0,0,0
July,Weald,Squash,19,0,0,0,0,0,0,0,0,0
July,Weald,Squash,4,0,0,0,0,0,0,0,0,0
July,Weald,Tomato,10,0,0,0,0,0,0,0,0,0
June,Weald,Cucumber,10,0,0,0,0,0,0,0,0,0
June,Weald,Cucumber,4,0,0,0,0,0,0,0,0,0
June,Weald,Cucumber,4,0,0,0,0,0,0,0,0,0
June,Weald,Raspberry,40,4,1,0,0,0,0,0,1,0
June,Weald,Raspberry,300,2,6,0,3,3,0,0,0,0
June,Weald,Raspberry,400,2,1,0,1,0,0,0,0,0
June,Weald,Squash,1,0,0,0,0,0,0,0,0,0
June,Weald,Strawberry,20,0,0,0,0,0,0,0,0,0
May,Weald,Apple,30,0,0,0,0,0,0,0,0,0
May,Weald,Apple,100,0,0,0,0,0,0,0,0,0
May,Weald,Apple,10,0,0,0,0,0,0,0,0,0
May,Weald,Apple,50,0,0,0,0,0,0,0,0,0
May,Weald,Apple,75,0,0,0,0,0,0,0,0,0
May,Weald,Apple,125,0,0,0,0,0,0,0,0,0
May,Weald,Bbean,200,0,1,0,0,0,1,0,0,0
May,Weald,Currant,300,0,0,0,0,0,0,0,0,0
May,Weald,Currant,400,0,1,0,1,0,0,0,0,0
May,Weald,Currant,600,0,0,0,0,0,0,0,0,0
May,Weald,Strawberry,250,0,0,1,0,0,0,0,0,0
May,Weald,Strawberry,120,0,0,0,0,0,0,0,0,0
September,Weald,Courgette,1,0,0,0,0,0,0,0,0,0
September,Weald,Courgette,2,0,0,0,0,0,0,0,0,0
September,Weald,Raspberry,200,0,1,0,0,0,1,0,0,0
September,Weald,Squash,2,0,0,0,0,0,0,0,0,0
September,Weald,Squash,3,0,0,0,0,0,0,0,0,0
September,Weald,Strawberry,10,0,0,0,0,0,0,0,0,0
August,Weald,Rbean,40,0,0,0,0,0,0,0,0,0
August,Weald,Courgette,2,0,0,0,0,0,0,0,0,0
August,Weald,Cucumber,2,0,0,0,0,0,0,0,0,0
August,Weald,Cucumber,4,0,0,0,0,0,0,0,0,0
August,Weald,Cucumber,2,0,0,0,0,0,0,0,0,0
August,Weald,Squash,6,0,0,0,0,0,0,0,0,0
August,Weald,Squash,2,1,0,0,0,0,0,0,0,0
August,Weald,Strawberry,25,0,0,0,0,0,0,0,0,0
July,Weald,Courgette,1,0,0,0,0,0,0,0,0,0
July,Weald,Cucumber,12,1,0,0,0,0,0,0,0,0
July,Weald,Cucumber,5,0,0,0,0,0,0,0,0,0
July,Weald,Rbean,80,0,0,0,0,0,0,0,0,0
July,Weald,Rbean,36,0,0,3,0,0,0,0,0,0
July,Weald,Rbean,5,0,0,0,0,0,0,0,0,0
July,Weald,Rbean,30,0,0,0,0,0,0,0,0,0
July,Weald,Squash,8,0,0,0,0,0,0,0,0,0
July,Weald,Squash,6,3,0,0,0,0,0,0,0,0
June,Weald,Courgette,5,0,0,0,0,0,0,0,0,0
June,Weald,Cucumber,8,0,0,0,0,0,0,0,0,0
June,Weald,Raspberry,20,0,2,0,2,0,0,0,0,0
June,Weald,Raspberry,32,0,4,0,3,1,0,0,0,0
June,Weald,Rbean,12,0,0,0,0,0,0,0,0,0
April,Weald,Currant,400,0,0,0,0,0,0,0,0,0
April,Weald,Gooseberry,100,0,0,0,0,0,0,0,0,0
April,Weald,Strawberry,24,0,0,0,0,0,0,0,0,0
August,Weald,Courgette,1,0,0,0,0,0,0,0,0,0
August,Weald,Squash,4,0,0,0,0,0,0,0,0,0
August,Weald,Squash,16,1,0,0,0,0,0,0,0,0
August,Weald,Strawberry,6,0,0,1,0,0,0,0,0,0
July,Weald,Cucumber,6,1,0,0,0,0,0,0,0,0
July,Weald,Rbean,50,0,1,0,0,0,1,0,0,0
July,Weald,Squash,8,0,0,0,0,0,0,0,0,0
June,Weald,Courgette,2,0,0,0,0,0,0,0,0,0
June,Weald,Cucumber,12,0,0,0,0,0,0,0,0,0
June,Weald,Rbean,9,0,0,0,0,0,0,0,0,0
June,Weald,Squash,1,0,0,0,0,0,0,0,0,0
May,Weald,Currant,400,0,0,0,0,0,0,0,0,0
May,Weald,Raspberry,32,1,0,0,0,0,0,0,0,0
May,Weald,Strawberry,100,0,0,0,0,0,0,0,0,0
May,Weald,Strawberry,140,0,0,2,0,0,0,0,0,0
August,Weald,Courgette,2,0,0,0,0,0,0,0,0,0
August,Weald,Rbean,180,2,1,0,1,0,0,0,0,0
August,Weald,Rbean,180,3,1,0,0,0,1,0,0,0
August,Weald,Squash,2,1,0,0,0,0,0,0,0,0
August,Weald,Squash,3,2,0,0,0,0,0,0,0,0
August,Weald,Strawberry,5,0,0,0,0,0,0,0,0,0
July,Weald,Cucumber,4,0,0,0,0,0,0,0,0,0
July,Weald,Rbean,240,3,0,0,0,0,0,0,0,0
July,Weald,Rbean,150,3,1,1,1,0,0,0,0,0
July,Weald,Squash,1,0,0,0,0,0,0,0,0,0
July,Weald,Tomato,15,0,0,0,0,0,0,0,0,0
July,Weald,Tomato,11,0,0,0,0,0,0,0,0,0
June,Weald,Courgette,1,0,0,0,0,0,0,0,0,0
June,Weald,Courgette,1,0,0,0,0,0,0,0,0,0
June,Weald,Strawberry,1,0,0,0,0,0,0,0,0,0
June,Weald,Tomato,30,0,0,0,0,0,0,0,0,0
June,Weald,Tomato,55,0,0,0,0,0,0,0,0,0
August,Weald,Rbean,30,0,0,0,0,0,0,0,0,0
August,Weald,Blackberry,5,2,0,0,0,0,0,0,0,0
August,Weald,Blackberry,20,2,1,0,0,0,1,0,0,0
August,Weald,Courgette,2,1,0,0,0,0,0,0,0,0
August,Weald,Raspberry,40,0,1,0,0,0,1,0,0,0
August,Weald,Rbean,40,2,0,0,0,0,0,0,0,0
August,Weald,Squash,6,1,0,0,0,0,0,0,0,0
August,Weald,Squash,14,2,0,0,0,0,0,0,0,0
August,Weald,Strawberry,6,0,0,0,0,0,0,0,0,0
August,Weald,Tomato,30,0,0,0,0,0,0,0,0,0
July,Weald,Blackberry,50,3,0,0,0,0,0,0,0,0
July,Weald,Blackberry,75,6,3,0,1,1,1,0,0,0
July,Weald,Courgette,3,0,0,0,0,0,0,0,0,0
July,Weald,Cucumber,10,0,0,0,0,0,0,0,0,0
July,Weald,Raspberry,100,2,2,0,1,0,1,0,0,0
July,Weald,Raspberry,50,4,3,0,3,0,0,0,0,0
July,Weald,Raspberry,160,5,3,0,3,0,0,0,0,0
July,Weald,Rbean,200,5,0,0,0,0,0,0,0,0
July,Weald,Rbean,200,2,1,0,1,0,0,0,0,0
July,Weald,Rbean,80,0,0,0,0,0,0,0,0,0
July,Weald,Squash,1,0,0,0,0,0,0,0,0,0
July,Weald,Squash,4,0,0,0,0,0,0,0,0,0
July,Weald,Tomato,30,0,0,0,0,0,0,0,0,0
July,Weald,Tomato,30,0,1,0,1,0,0,0,0,0
July,Weald,Tomato,18,0,0,0,0,0,0,0,0,0
June,Weald,Blackberry,500,1,3,0,3,0,0,0,0,0
June,Weald,Blackberry,8,0,1,0,1,0,0,0,0,0
June,Weald,Bbean,40,0,0,0,0,0,0,0,0,0
June,Weald,Pepper,30,0,0,0,0,0,0,0,0,0
June,Weald,Raspberry,240,0,4,0,1,2,1,0,0,0
June,Weald,Rbean,112,0,1,0,0,0,1,0,0,0
June,Weald,Tomato,48,0,0,0,0,0,0,0,0,0
April,Weald,Bbean,75,0,0,0,0,0,0,0,0,0
April,Weald,Currant,200,0,0,0,0,0,0,0,0,0
April,Weald,Gooseberry,100,0,0,0,0,0,0,0,0,0
April,Weald,Plum,10,0,0,0,0,0,0,0,0,0
April,Weald,Plum,750,2,0,0,0,0,0,0,0,0
April,Weald,Strawberry,42,0,0,0,0,0,0,0,0,0
August,Weald,Blackberry,150,6,2,0,1,0,1,0,0,0
August,Weald,Raspberry,100,0,0,0,0,0,0,0,0,0
August,Weald,Raspberry,60,0,1,0,0,0,0,0,1,0
August,Weald,Strawberry,4,0,0,0,0,0,0,0,0,0
August,Weald,Tomato,20,0,0,0,0,0,0,0,0,0
July,Weald,Courgette,3,0,0,0,0,0,0,0,0,0
July,Weald,Squash,2,0,0,0,0,0,0,0,0,0
June,Weald,Blackberry,800,10,3,0,3,0,0,0,0,0
June,Weald,Cucumber,5,0,0,0,0,0,0,0,0,0
June,Weald,Pepper,12,0,0,0,0,0,0,0,0,0
June,Weald,Raspberry,300,5,2,0,0,0,2,0,0,0
June,Weald,Rbean,54,0,0,0,0,0,0,0,0,0
June,Weald,Tomato,25,0,0,0,0,0,0,0,0,0
May,Weald,Apple,200,0,0,0,0,0,0,0,0,0
May,Weald,Bbean,30,0,0,0,0,0,0,0,0,0
May,Weald,Bbean,100,0,0,0,0,0,0,0,0,0
May,Weald,Cucumber,6,0,0,0,0,0,0,0,0,0
May,Weald,Currant,300,0,0,0,0,0,0,0,0,0
May,Weald,Strawberry,6,0,0,0,0,0,0,0,0,0
May,Weald,Strawberry,22,0,0,0,0,0,0,0,0,0
May,Weald,Tomato,10,0,0,0,0,0,0,0,0,0
September,Weald,Courgette,4,0,0,0,0,0,0,0,0,0
September,Weald,Rbean,15,0,0,0,0,0,0,0,0,0
September,Weald,Rbean,20,0,0,0,0,0,0,0,0,0
August,Weald,Courgette,2,0,0,0,0,0,0,0,0,0
August,Weald,Rbean,9,0,0,0,0,0,0,0,0,0
August,Weald,Squash,6,0,0,0,0,0,0,0,0,0
August,Weald,Squash,3,0,0,0,0,0,0,0,0,0
August,Weald,Tomato,25,0,0,0,0,0,0,0,0,0
August,Weald,Tomato,30,0,0,0,0,0,0,0,0,0
August,Weald,Tomato,50,0,0,0,0,0,0,0,0,0
July,Weald,Cucumber,2,0,0,0,0,0,0,0,0,0
July,Weald,Cucumber,2,0,0,0,0,0,0,0,0,0
June,Weald,Squash,1,0,0,0,0,0,0,0,0,0
May,Weald,Apple,75,0,0,0,0,0,0,0,0,0
May,Weald,Cherry,200,4,0,0,0,0,0,0,0,0
May,Weald,Currant,200,0,0,0,0,0,0,0,0,0
May,Weald,Pear,50,0,0,0,0,0,0,0,0,0
May,Weald,Pear,100,0,0,0,0,0,0,0,0,0
May,Weald,Strawberry,20,0,0,0,0,0,0,0,0,0
September,Weald,Squash,1,0,0,0,0,0,0,0,0,0
August,Weald,Rbean,20,0,0,0,0,0,0,0,0,0
August,Weald,Rbean,20,0,0,0,0,0,0,0,0,0
August,Weald,Rbean,20,1,0,0,0,0,0,0,0,0
August,Weald,Rbean,25,0,0,0,0,0,0,0,0,0
August,Weald,Squash,2,0,0,0,0,0,0,0,0,0
August,Weald,Tomato,30,0,0,0,0,0,0,0,0,0
July,Weald,Cucumber,3,0,0,0,0,0,0,0,0,0
July,Weald,Tomato,60,0,1,0,1,0,0,0,0,0
June,Weald,Bbean,40,0,0,0,0,0,0,0,0,0
June,Weald,Courgette,1,0,0,0,0,0,0,0,0,0
June,Weald,Tomato,10,0,0,0,0,0,0,0,0,0
May,Weald,Bbean,120,0,1,0,0,0,1,0,0,0
May,Weald,Strawberry,8,0,0,0,0,0,0,0,0,0
May,Weald,Tomato,4,0,0,0,0,0,0,0,0,0
September,Weald,Rbean,15,0,0,0,0,0,0,0,0,0
September,Weald,Squash,6,0,0,0,0,0,0,0,0,0
April,Weald,Apple,200,0,0,0,0,0,0,0,0,0
April,Weald,Currant,200,0,0,0,0,0,0,0,0,0
April,Weald,Gooseberry,400,0,0,0,0,0,0,0,0,0
April,Weald,Plum,50,0,2,0,2,0,0,0,0,0
April,Weald,Plum,400,0,2,0,2,0,0,0,0,0
April,Weald,Strawberry,4,0,0,0,0,0,0,0,0,0
May,Weald,Apple,200,2,0,0,0,0,0,0,0,0
May,Weald,Strawberry,90,0,0,1,0,0,0,0,0,0
June,Weald,Tomato,60,0,0,0,0,0,0,0,0,0
May,Weald,Apple,500,1,0,0,0,0,0,0,0,0
May,Weald,Apple,25,0,0,0,0,0,0,0,0,0
May,Weald,Apple,125,0,0,0,0,0,0,0,0,0
May,Weald,Cherry,100,0,1,0,1,0,0,0,0,0
May,Weald,Currant,200,0,0,0,0,0,0,0,0,0
May,Weald,Currant,600,0,0,0,0,0,0,0,0,0
May,Weald,Strawberry,60,0,0,0,0,0,0,0,0,0
May,Weald,Strawberry,25,0,0,1,0,0,0,0,0,0
April,Weald,Cherry,2000,0,0,0,0,0,0,0,0,0
April,Weald,Currant,600,0,0,0,0,0,0,0,0,0
April,Weald,Gooseberry,100,0,0,0,0,0,0,0,0,0
April,Weald,Strawberry,22,0,0,0,0,0,0,0,0,0
May,Weald,Bbean,700,0,0,0,0,0,0,0,0,0
May,Weald,Raspberry,66,5,0,0,0,0,0,0,0,0
May,Weald,Strawberry,75,0,0,0,0,0,0,0,0,0
May,Weald,Raspberry,120,5,0,0,0,0,0,0,0,0
May,Weald,Strawberry,80,0,0,0,0,0,0,0,0,0
May,Weald,Apple,100,2,0,0,0,0,0,0,0,0
May,Weald,Currant,400,0,0,0,0,0,0,0,0,0
May,Weald,Gooseberry,400,0,0,0,0,0,0,0,0,0
August,Weald,Rbean,60,0,0,0,0,0,0,0,0,0
August,Weald,Pepper,1,0,0,0,0,0,0,0,0,0
August,Weald,Raspberry,60,4,0,0,0,0,0,0,0,0
August,Weald,Raspberry,125,2,2,0,2,0,0,0,0,0
August,Weald,Rbean,25,0,0,0,0,0,0,0,0,0
August,Weald,Rbean,30,0,0,0,0,0,0,0,0,0
July,Weald,Cucumber,3,0,0,0,0,0,0,0,0,0
July,Weald,Cucumber,6,0,0,0,0,0,0,0,0,0
July,Weald,Cucumber,10,0,0,0,0,0,0,0,0,0
July,Weald,Raspberry,90,0,0,0,0,0,0,0,0,0
July,Weald,Raspberry,24,0,0,0,0,0,0,0,0,0
July,Weald,Raspberry,5,0,0,0,0,0,0,0,0,0
July,Weald,Rbean,10,0,0,0,0,0,0,0,0,0
July,Weald,Rbean,5,1,0,0,0,0,0,0,0,0
July,Weald,Rbean,1,0,0,0,0,0,0,0,0,0
July,Weald,Rbean,4,0,0,0,0,0,0,0,0,0
June,Weald,Bbean,10,0,0,0,0,0,0,0,0,0
June,Weald,Courgette,6,0,0,0,0,0,0,0,0,0
August,Weald,Courgette,4,0,0,1,0,0,0,0,0,0
August,Weald,Courgette,4,0,0,0,0,0,0,0,0,0
August,Weald,Courgette,6,0,0,0,0,0,0,0,0,0
August,Weald,Raspberry,120,2,0,0,0,0,0,0,0,0
August,Weald,Rbean,12,0,0,0,0,0,0,0,0,0
August,Weald,Rbean,12,0,0,0,0,0,0,0,0,0
August,Weald,Rbean,60,0,0,0,0,0,0,0,0,0
August,Weald,Rbean,20,0,0,0,0,0,0,0,0,0
August,Weald,Squash,2,1,0,1,0,0,0,0,0,0
August,Weald,Squash,6,0,0,0,0,0,0,0,0,0
August,Weald,Squash,2,0,1,0,1,0,0,0,0,0
July,Weald,Courgette,4,0,0,0,0,0,0,0,0,0
July,Weald,Raspberry,20,0,0,0,0,0,0,0,0,0
June,Weald,Raspberry,50,0,1,0,0,0,0,0,1,0
June,Weald,Squash,4,0,0,0,0,0,0,0,0,0
May,Weald,Bbean,50,0,0,0,0,0,0,0,0,0
May,Weald,Bbean,12,0,0,0,0,0,0,0,0,0
May,Weald,Cherry,500,0,0,0,0,0,0,0,0,0
May,Weald,Currant,200,0,0,0,0,0,0,0,0,0
May,Weald,Raspberry,15,0,0,0,0,0,0,0,0,0
May,Weald,Strawberry,25,0,0,0,0,0,0,0,0,0
May,Weald,Strawberry,50,0,0,0,0,0,0,0,0,0
May,Weald,Strawberry,200,0,0,0,0,0,0,0,0,0
September,Weald,Raspberry,80,0,1,0,0,0,1,0,0,0
September,Weald,Raspberry,80,0,0,0,0,0,0,0,0,0
September,Weald,Rbean,6,0,0,0,0,0,0,0,0,0
August,Weald,Courgette,1,0,0,0,0,0,0,0,0,0
August,Weald,Courgette,3,0,0,0,0,0,0,0,0,0
August,Weald,Rbean,10,0,0,0,0,0,0,0,0,0
August,Weald,Rbean,30,2,0,0,0,0,0,0,0,0
August,Weald,Rbean,80,3,0,0,0,0,0,0,0,0
August,Weald,Squash,4,0,0,0,0,0,0,0,0,0
August,Weald,Squash,6,0,0,0,0,0,0,0,0,0
August,Weald,Squash,12,0,0,0,0,0,0,0,0,0
August,Weald,Squash,3,0,0,0,0,0,0,0,0,0
August,Weald,Tomato,20,0,0,0,0,0,0,0,0,0
August,Weald,Tomato,35,0,0,0,0,0,0,0,0,0
July,Weald,Cucumber,4,0,0,0,0,0,0,0,0,0
July,Weald,Pepper,3,0,0,0,0,0,0,0,0,0
July,Weald,Rbean,1,0,0,0,0,0,0,0,0,0
July,Weald,Rbean,12,0,0,0,0,0,0,0,0,0
July,Weald,Rbean,15,0,0,0,0,0,0,0,0,0
July,Weald,Rbean,3,0,0,0,0,0,0,0,0,0
July,Weald,Tomato,4,0,0,0,0,0,0,0,0,0
August,Weald,Courgette,2,0,0,0,0,0,0,0,0,0
August,Weald,Cucumber,1,0,0,0,0,0,0,0,0,0
August,Weald,Cucumber,2,0,0,0,0,0,0,0,0,0
August,Weald,Pear,60,1,0,0,0,0,0,0,0,0
August,Weald,Rbean,20,0,0,1,0,0,0,0,0,0
August,Weald,Rbean,30,0,0,0,0,0,0,0,0,0
August,Weald,Squash,2,0,0,0,0,0,0,0,0,0
August,Weald,Squash,5,0,0,2,0,0,0,0,0,0
August,Weald,Squash,1,0,0,0,0,0,0,0,0,0
August,Weald,Squash,1,0,0,0,0,0,0,0,0,0
August,Weald,Squash,4,1,0,0,0,0,0,0,0,0
August,Weald,Tomato,56,0,0,0,0,0,0,0,0,0
August,Weald,Tomato,14,0,0,0,0,0,0,0,0,0
July,Weald,Courgette,1,1,0,0,0,0,0,0,0,0
July,Weald,Courgette,2,0,0,0,0,0,0,0,0,0
July,Weald,Rbean,30,0,0,0,0,0,0,0,0,0
July,Weald,Squash,2,0,0,0,0,0,0,0,0,0
June,Weald,Blackberry,40,0,0,0,0,0,0,0,0,0
June,Weald,Courgette,1,0,0,0,0,0,0,0,0,0
June,Weald,Cucumber,1,0,0,0,0,0,0,0,0,0
May,Weald,Raspberry,60,2,1,0,0,1,0,0,0,0
August,Weald,Courgette,2,0,0,0,0,0,0,0,0,0
August,Weald,Courgette,7,0,0,0,0,0,0,0,0,0
August,Weald,Tomato,75,0,0,0,0,0,0,0,0,0
August,Weald,Tomato,100,0,0,0,0,0,0,0,0,0
July,Weald,Blackberry,17,0,1,1,1,0,0,0,0,0
July,Weald,Rbean,20,0,0,0,0,0,0,0,0,0
July,Weald,Tomato,150,0,0,0,0,0,0,0,0,0
June,Weald,Blackberry,50,1,0,0,0,0,0,0,0,0
June,Weald,Blackberry,29,1,3,0,2,0,0,0,1,0
June,Weald,Blackberry,30,1,0,0,0,0,0,0,0,0
June,Weald,Bbean,550,0,0,1,0,0,0,0,0,0
June,Weald,Raspberry,2,0,0,0,0,0,0,0,0,0
June,Weald,Raspberry,12,0,0,0,0,0,0,0,0,0
June,Weald,Raspberry,50,0,2,0,1,0,0,1,0,0
June,Weald,Strawberry,4,0,0,0,0,0,0,0,0,0
June,Weald,Strawberry,7,0,0,0,0,0,0,0,0,0
June,Weald,Strawberry,4,0,0,0,0,0,0,0,0,0
June,Weald,Tomato,30,0,0,0,0,0,0,0,0,0
June,Weald,Tomato,60,0,0,0,0,0,0,0,0,0
August,Weald,Courgette,15,3,0,0,0,0,0,0,0,0
August,Weald,Cucumber,30,0,0,0,0,0,0,0,0,0
August,Weald,Pepper,6,0,0,0,0,0,0,0,0,0
August,Weald,Squash,3,0,0,0,0,0,0,0,0,0
August,Weald,Squash,27,9,1,0,0,1,0,0,0,0
July,Weald,Courgette,4,2,0,0,0,0,0,0,0,0
July,Weald,Cucumber,15,0,0,0,0,0,0,0,0,0
July,Weald,Cucumber,60,0,0,0,0,0,0,0,0,0
July,Weald,Pepper,18,0,0,0,0,0,0,0,0,0
July,Weald,Pepper,50,0,0,0,0,0,0,0,0,0
July,Weald,Squash,7,2,0,0,0,0,0,0,0,0
July,Weald,Tomato,50,0,0,0,0,0,0,0,0,0
June,Weald,Blackberry,150,4,3,1,2,1,0,0,0,0
June,Weald,Courgette,1,0,0,0,0,0,0,0,0,0
June,Weald,Cucumber,8,0,0,0,0,0,0,0,0,0
May,Weald,Bbean,70,0,0,0,0,0,0,0,0,0
September,Weald,Courgette,1,0,0,0,0,0,0,0,0,0
August,Weald,Rbean,50,0,0,0,0,0,0,0,0,0
August,Weald,Rbean,100,0,0,0,0,0,0,0,0,0
August,Weald,Rbean,300,0,0,0,0,0,0,0,0,0
August,Weald,Blackberry,180,6,5,0,5,0,0,0,0,0
August,Weald,Courgette,1,0,0,0,0,0,0,0,0,0
August,Weald,Raspberry,20,0,1,0,0,0,1,0,0,0
August,Weald,Raspberry,80,0,1,0,0,0,1,0,0,0
August,Weald,Raspberry,150,1,4,0,3,0,0,0,1,0
August,Weald,Rbean,6,0,0,0,0,0,0,0,0,0
August,Weald,Squash,1,0,0,0,0,0,0,0,0,0
August,Weald,Squash,2,0,0,0,0,0,0,0,0,0
August,Weald,Squash,2,0,0,0,0,0,0,0,0,0
August,Weald,Squash,6,1,0,0,0,0,0,0,0,0
August,Weald,Strawberry,2,0,0,0,0,0,0,0,0,0
August,Weald,Strawberry,9,0,0,0,0,0,0,0,0,0
July,Weald,Raspberry,12,0,0,0,0,0,0,0,0,0
July,Weald,Raspberry,16,0,0,0,0,0,0,0,0,0
July,Weald,Rbean,140,0,0,0,0,0,0,0,0,0
July,Weald,Rbean,60,0,0,0,0,0,0,0,0,0
June,Weald,Blackberry,800,8,4,0,4,0,0,0,0,0
June,Weald,Courgette,1,0,0,0,0,0,0,0,0,0
June,Weald,Rbean,60,0,0,0,0,0,0,0,0,0
May,Weald,Apple,10,0,0,0,0,0,0,0,0,0
